Deal ID,Is public,Deal scope,Deal size,Current size under contract,Current negotiation status,Current implementation status,Spatial accuracy level,Location 1: Location,Latitude,Longitude,Target country,Intention of investment,Negotiation status,Contract farming,Crops area,Water extraction envisaged,Source of water extraction,Use of irrigation infrastructure,Presence of land conflicts,Year
3944,Yes,domestic,20000,20000,Concluded (Contract signed),In operation (production),Exact location,"Kopa, Zambia",-11.692118,30.738513,Zambia,###Agriculture unspecified,2008##Concluded (Contract signed),Yes,###Oil Palm,Yes,,,,2000
8141,Yes,transnational,48000,48000,Concluded (Contract signed),None,Administrative region,"Minya, Qism Minya, Minya, Menia Governorate, Egypt",28.087097,30.76184,"Egypt, Arab Rep.","2011#current#48000#Food crops, Non-food agricultural commodities",2011##Concluded (Contract signed),,"###Olives, Palms",,,,,2000
5026,Yes,domestic,90000,90000,Concluded (Contract signed),In operation (production),Administrative region,"Sabie, South Africa",-25.095218,30.786713,South Africa,###Timber plantation (for wood and fibre),2007##Concluded (Contract signed),No,"###Eucalyptus, Pine",,,,,2000
3624,Yes,transnational,2520,2520,Concluded (Contract signed),None,Country,Egypt,26.820553,30.802498,"Egypt, Arab Rep.",###Non-food agricultural commodities,##Concluded (Contract signed),,###Fodder Plants (unspecified),,,,,2000
4331,Yes,domestic,25000,0,Intended (Expression of interest),None,Country,Egypt,26.820553,30.802498,"Egypt, Arab Rep.",###Agriculture unspecified,2014##Intended (Expression of interest),,,,,,,2000
5534,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Country,Egypt,26.820553,30.802498,"Egypt, Arab Rep.",###Food crops,##Concluded (Contract signed),Yes,###Onion,Yes,Groundwater,,,2000
6095,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Country,Egypt,26.820553,30.802498,"Egypt, Arab Rep.",###Food crops,2003##Concluded (Contract signed),Yes,###Fruit (unspecified),,,,,2000
2062,Yes,domestic,100000,100000,Concluded (Contract signed),Project abandoned,Administrative region,"Masvingo, Zimbabwe",-20.079191,30.838409,Zimbabwe,###Food crops,2003##Concluded (Contract signed),Yes,###Corn (Maize),Yes,,,,2000
3902,Yes,transnational,21000,0,Intended (Expression of interest),Project not started,Administrative region,"Northern, Zambia",-9.767018,30.895824,Zambia,"###Biofuels, Food crops",2011##Intended (Expression of interest),,###Sugar Cane,,,,,2000
2059,Yes,transnational,0,0,Failed (Contract cancelled),Project abandoned,Administrative region,"Nuanetsi, Zimbabwe",-21.685694,30.935623,Zimbabwe,"###Biofuels, Food crops, Livestock, Renewable Energy",2008##Intended (Under negotiation)|2010##Concluded (Contract signed)|#current#Failed (Contract cancelled),Yes,###Sugar Cane,Yes,,,,2000
2293,Yes,domestic,10000,10000,Concluded (Contract signed),In operation (production),Administrative region,"Al Dabbah, Sudan",18.052469,30.94981,Sudan,2013#current#10000#Food crops,2013#current#Concluded (Contract signed),No,"###Alfalfa, Corn (Maize)",Yes,Groundwater,Yes,,2000
5991,Yes,transnational,10000,10000,Concluded (Contract signed),In operation (production),Administrative region,"Al Dabbah, Sudan",18.052469,30.94981,Sudan,###Non-food agricultural commodities,##Concluded (Contract signed),No,,Yes,Groundwater,,,2000
6685,Yes,domestic,0,0,Concluded (Contract signed),Project abandoned,Approximate location,"Ngwenya, Swaziland",-26.227979,31.039244,Swaziland,###Mining,2011#current#Concluded (Contract signed),No,,Yes,,,,2000
1836,Yes,transnational,0,0,Concluded (Contract signed),Project abandoned,Administrative region,"Mpanda, Tanzania",-6.344722,31.069444,Tanzania,###Biofuels,2004##Intended (Expression of interest)|2005##Concluded (Contract signed),Yes,###Jatropha,,,,,2000
7504,Yes,transnational,1700,1700,Concluded (Contract signed),Project not started,Approximate location,"Bulembu, Eswatini",-25.948052,31.133807,Swaziland,###Mining,##Concluded (Contract signed),,,Yes,,,,2000
4308,Yes,transnational,120,120,Concluded (Contract signed),Startup phase (no production),Administrative region,"Shawasha Hills, Zimbabwe",-17.761071,31.188219,Zimbabwe,###Other (please specify),2013##Concluded (Contract signed),No,,,,,,2000
2039,Yes,transnational,860,860,Concluded (Contract signed),Project abandoned,Administrative region,"Kasama, Zambia",-10.229056,31.193945,Zambia,###Biofuels,2006##Concluded (Contract signed),Yes,###Jatropha,,,,,2000
6866,Yes,transnational,3237,3237,Concluded (Contract signed),In operation (production),Coordinates,"Kizaranfumbi, Kikube",1.275509,31.194363,Uganda,###Food crops,2011-12-16#current#Concluded (Contract signed),Yes,,,Groundwater|Surface water,,No,2000
3840,Yes,transnational,4380,4380,Concluded (Contract signed),In operation (production),Administrative region,"Kasama, Zambia",-8.4884,31.1955,Zambia,###Food crops,2012##Concluded (Contract signed),Yes,"###Coffee Plant, Corn (Maize), Sun Flower",Yes,,,,2000
5088,Yes,transnational,685,685,Concluded (Contract signed),None,Administrative region,"Mashonaland East, Zimbabwe",-18.587164,31.262637,Zimbabwe,"2014#current#685#Livestock, Non-food agricultural commodities",2012##Intended (Expression of interest)|2013##Intended (Under negotiation)|2014#current#Concluded (Contract signed),,###Tobacco,Yes,,,,2000
1758,Yes,transnational,0,0,Intended (Under negotiation),None,Administrative region,"Central Equatoria, South Sudan",4.614406,31.262637,South Sudan,###Food crops,2007##Intended (Under negotiation),,###Sugar Cane,,,,,2000
2309,Yes,transnational,179999,179999,Concluded (Contract signed),Startup phase (no production),Administrative region,"Central Equatoria, South Sudan",4.614406,31.262637,South Sudan,"###Timber plantation (for wood and fibre), For carbon sequestration/REDD, Conservation",2007##Intended (Under negotiation)|2010##Concluded (Contract signed),,"###Eucalyptus, Pine, Teak, Trees (unspecified)",,,,,2000
6684,Yes,domestic,0,0,Concluded (Contract signed),Startup phase (no production),Approximate location,"Ufafa, Swaziland",-25.816667,31.266667,Swaziland,###Mining,2015#current#Concluded (Contract signed),No,,Yes,,,,2000
7502,Yes,transnational,1011,0,Intended (Under negotiation),None,Administrative region,"Matsapha, Eswatini",-26.526497,31.270926,Swaziland,2019###Non-food agricultural commodities,##Intended (Under negotiation),,,,,,,2000
1909,Yes,domestic,17000,17000,Concluded (Contract signed),In operation (production),Coordinates,"Bukoba, Tanzania",-1.227578,31.275152,Tanzania,"###Biofuels, Food crops, Renewable Energy",2001##Concluded (Contract signed),Yes,###Sugar Cane,Yes,Surface water|River,,,2000
4166,Yes,domestic,10000,10000,Concluded (Contract signed),Project not started,Administrative region,"Kololo, Uganda",2.333333,31.3,Uganda,"###Biofuels, Food crops, Renewable Energy",2008##Concluded (Contract signed),Yes,###Sugar Cane,,,,,2000
1874,Yes,transnational,20000,0,Failed (Negotiations failed),None,Coordinates,"Kagera, Biharamulo",-2.625248,31.30337,Tanzania,"###Biofuels, For carbon sequestration/REDD",2008##Intended (Under negotiation)|2010##Failed (Negotiations failed),Yes,###Croton,Yes,,,,2000
1831,Yes,transnational,6949,6949,Concluded (Contract signed),In operation (production),Administrative region,"Matsapha, Eswatini",-26.500948,31.314129,Swaziland,###Livestock,##Concluded (Contract signed),,,,,,,2000
1172,Yes,transnational,42000,42000,Concluded (Contract signed),In operation (production),Exact location,"Toshka, Aswan Governorate, Egypt",22.662965,31.318721,"Egypt, Arab Rep.","2014#current##Food crops, Fodder",2008##Concluded (Contract signed),No,"###Alfalfa, Citrus Fruits (unspecified), Potatoes, Wheat",Yes,Groundwater|Surface water|Lake,Yes,No,2000
1827,Yes,transnational,1386,1386,Concluded (Contract signed),In operation (production),Administrative region,"MR9, Swaziland",-26.503693,31.348741,Swaziland,"###Biofuels, Food crops, Renewable Energy",2009##Concluded (Contract signed),,"###Potatoes, Sugar Cane",,,,,2000
7093,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Mbala, Zambia",-8.853644,31.365599,Zambia,###Food crops,##Concluded (Contract signed),Yes,###Seeds Production (unspecified),Yes,,Yes,,2000
7094,Yes,transnational,250,250,Concluded (Contract signed),In operation (production),Approximate location,"Mbala, Zambia",-8.853644,31.365599,Zambia,###Food crops,2016#current#Concluded (Contract signed),No,###Seeds Production (unspecified),Yes,,Yes,,2000
3574,Yes,domestic,400000,0,Intended (Expression of interest),None,Administrative region,"Wadi Halfa, Sudan",21.79285,31.3713,Sudan,###Food crops,##Intended (Expression of interest),,###Wheat,Yes,Groundwater,,,2000
3017,Yes,transnational,20000,20000,Concluded (Contract signed),In operation (production),Administrative region,"Mubende, Uganda",0.5575,31.395,Uganda,"###Forest logging / management (for wood and fibre), For carbon sequestration/REDD",2004##Concluded (Contract signed)|2012##Failed (Contract cancelled)|2013##Concluded (Contract signed),No,"###Eucalyptus, Pine",Yes,,,,2000
7087,Yes,domestic,957,957,Concluded (Contract signed),In operation (production),Coordinates,"Madudu, Mubende",0.673056,31.459722,Uganda,2013##957#Timber plantation (for wood and fibre),2017-09-29##Concluded (Contract signed),No,###Pine,,,,Yes,2000
3123,Yes,transnational,300171,300171,Concluded (Contract signed),Project abandoned,Coordinates,"Mpika, Zambia",-12,31.460951,Zambia,"###Biofuels, Industry",2009##Concluded (Contract signed),No,###Jatropha,,,,Yes,2000
5666,Yes,transnational,12000,12000,Concluded (Contract signed),In operation (production),Country,Swaziland,-26.522503,31.465866,Swaziland,###Timber plantation (for wood and fibre),##Concluded (Contract signed),No,"###Eucalyptus, Pine, Trees (unspecified)",,,,,2000
5011,Yes,transnational,988,988,Concluded (Contract signed),Startup phase (no production),Administrative region,"Namwele, Tanzania",-7.8,31.483333,Tanzania,###Mining,2016##Concluded (Contract signed),No,,Yes,Lake|Surface water|River,,,2000
4498,Yes,transnational,0,0,Concluded (Contract signed),None,Administrative region,"Mutafunwa, Zimbabwe",-17.35,31.5,Zimbabwe,###Non-food agricultural commodities,##Concluded (Contract signed),Yes,###Cotton,,,,,2000
5024,Yes,transnational,12182,12182,Concluded (Contract signed),In operation (production),Coordinates,"Kikonda, Uganda",1.25,31.5,Uganda,"###Timber plantation (for wood and fibre), For carbon sequestration/REDD",2002##Concluded (Contract signed),No,"###Eucalyptus, Pine, Trees (unspecified)",,,,Yes,2000
6915,Yes,transnational,9200,9200,Concluded (Contract signed),Project abandoned,Coordinates,"Gimara Sub County, Moyo District",3.243549,31.518681,Uganda,###Oil / Gas extraction,2005-08-15##Concluded (Contract signed),,,Yes,Groundwater|Surface water|River,,,2000
1963,Yes,transnational,2512,2512,Concluded (Contract signed),In operation (production),Administrative region,"Mubende, Uganda",0.577276,31.537,Uganda,###Food crops,2000##Intended (Expression of interest)|2001##Concluded (Contract signed),,###Coffee Plant,,,,Yes,2000
1825,Yes,transnational,0,0,Concluded (Contract signed),Project abandoned,Administrative region,"Croydon, Swaziland",-26.197066,31.574104,Swaziland,###Biofuels,2005##Concluded (Contract signed),Yes,###Jatropha,,,,,2000
1181,Yes,transnational,42000,42000,Concluded (Contract signed),In operation (production),Exact location,"Toshka, Aswan, Egypt",23.196899,31.574972,"Egypt, Arab Rep.","###Food crops, Non-food agricultural commodities",2008##Concluded (Contract signed),No,"###Alfalfa, Barley, Corn (Maize), Wheat",Yes,Surface water,,,2000
7907,Yes,transnational,500,500,Concluded (Contract signed),In operation (production),Approximate location,"Jabal Lado, South Sudan",5.097778,31.582222,South Sudan,###Food crops,2015##Concluded (Contract signed),Yes,###Rice (hybrid),,,,,2000
1761,Yes,transnational,1011,1011,Concluded (Contract signed),In operation (production),Administrative region,"Jabal Lado, South Sudan",5.103333,31.584722,South Sudan,2018#current#1011#Food crops,2008#current#Concluded (Contract signed),,"###Corn (Maize), Rice, Sorghum, Wheat",Yes,Surface water|River,Yes,,2000
8070,Yes,domestic,517,517,Concluded (Contract signed),None,Administrative region,"Kibanda, Uganda",-0.75,31.6,Uganda,#current#517#Food crops,#current#Concluded (Contract signed),,###Coffee Plant,,,,Yes,2000
4599,Yes,domestic,90000,90000,Concluded (Contract signed),In operation (production),Coordinates,"Apaa, Uganda",3.113091,31.607151,Uganda,"###Other (please specify), Conservation",2002##Concluded (Contract signed),No,,,,,,2000
4714,Yes,transnational,990,990,Concluded (Oral Agreement),In operation (production),Administrative region,"Mpande, Zambia",-9.393991,31.675751,Zambia,"###Food crops, Livestock, Agriculture unspecified",2014##Concluded (Oral Agreement),No,"###Corn (Maize), Soya Beans",,,,,2000
7182,Yes,transnational,1200,1200,Concluded (Contract signed),In operation (production),Coordinates,"Nwoya, Uganda",2.774517,31.675843,Uganda,2006###Food crops,2003##Concluded (Contract signed),No,##153#Corn (Maize)|##10#Rice|##80#Soya Beans,,,,No,2000
7148,Yes,transnational,2428,2428,Concluded (Contract signed),In operation (production),Coordinates,"Kilak, Uganda",2.870713,31.67923,Uganda,###Food crops,2014##Concluded (Contract signed),,"###Corn (Maize), Rice",No,Groundwater,,No,2000
6808,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Approximate location,"Chiredzi, Zimbabwe",-21.033349,31.679639,Zimbabwe,###Non-food agricultural commodities,#current#Concluded (Contract signed),Yes,,,,,,2000
2388,Yes,transnational,11000,11000,Concluded (Contract signed),Project abandoned,Administrative region,"Malvernia, Mozambique",-22.083333,31.683333,Mozambique,###Livestock,2008##Concluded (Contract signed),No,,,,,,2000
7908,Yes,domestic,4937,4937,Concluded (Contract signed),In operation (production),Coordinates,"Jabal Lado, South Sudan",5.081034,31.686283,South Sudan,###Food crops,2007##Concluded (Contract signed),,"###Corn (Maize), Rice, Sorghum, Vegetables (unspecified)",,,,,2000
7415,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Coordinates,"Kilak, Amuru",2.864016,31.704206,Uganda,###Food crops,##Concluded (Contract signed),,"###Cassava (Maniok), Corn (Maize), Sun Flower",,,,No,2000
7100,Yes,transnational,2428,2428,Concluded (Contract signed),In operation (production),Coordinates,"Atiak, Amuru",2.861623,31.704478,Uganda,##2428#Food crops,2014##Concluded (Contract signed),Yes,,Yes,Groundwater|Surface water,,No,2000
1962,Yes,domestic,15540,15540,Concluded (Contract signed),In operation (production),Administrative region,"Kijunjubwa Road, Masindi, Uganda",1.681245,31.710553,Uganda,###Livestock,2010##Intended (Under negotiation)|2010##Concluded (Contract signed),,,Yes,,,,2000
7679,Yes,transnational,5463,5463,Concluded (Contract signed),In operation (production),Administrative region,"Masindi, Uganda",1.687313,31.713846,Uganda,###Food crops,##Concluded (Contract signed),Yes,"#current#3000#Corn (Maize), Soya Beans|###Rice",,,,Yes,2000
7682,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Masindi, Uganda",1.687313,31.713846,Uganda,###Food crops,##Concluded (Contract signed),Yes,,,,,Yes,2000
4745,Yes,transnational,6030,6030,Concluded (Contract signed),In operation (production),Coordinates,"Nwoya, Uganda",2.592055,31.729925,Uganda,"###Food crops, Agriculture unspecified",2013##Concluded (Contract signed),Yes,"###Corn (Maize), Rice, Sorghum, Soya Beans, Sun Flower",,,,,2000
4458,Yes,transnational,303,303,Concluded (Contract signed),Project not started,Administrative region,"Masaka, Uganda",-0.34,31.74,Uganda,"###Food crops, Non-food agricultural commodities",2014##Intended (Expression of interest)|2014##Concluded (Contract signed),Yes,"###Cotton, Fruit (unspecified), Rice",Yes,,,,2000
4747,Yes,transnational,900,900,Concluded (Contract signed),In operation (production),Administrative region,"Murehwa, Zimbabwe",-17.645168,31.782228,Zimbabwe,###Food crops,2013##Concluded (Contract signed),No,"###Corn (Maize), Grains (unspecified), Soya Beans, Wheat",Yes,,,,2000
2297,Yes,transnational,60,60,Concluded (Contract signed),Project abandoned,Administrative region,"Merowe, Sudan",18.468936,31.816403,Sudan,###Food crops,2009##Concluded (Contract signed),No,"###Sorghum, Sesame, Bean, Corn (Maize), Potatoes, Vegetables (unspecified), Wheat",Yes,,,,2000
6913,Yes,domestic,2470,2470,Concluded (Contract signed),In operation (production),Coordinates,"Pawatomero, Nwoya District",2.545612,31.82642,Uganda,###Food crops,2018-11-19#current#Concluded (Contract signed),No,"###Corn (Maize), Rice",,Groundwater,,No,2000
7143,Yes,transnational,776,776,Concluded (Contract signed),In operation (production),Coordinates,"Lukaya, Uganda",-0.135529,31.894418,Uganda,##776#Food crops,##Concluded (Contract signed),Yes,###Rice,,Surface water,,No,2000
3167,Yes,transnational,15000,0,Intended (Under negotiation),Project not started,Administrative region,"Lavumisa, Swaziland",-27.316667,31.9,Swaziland,"###Biofuels, Food crops, Renewable Energy",2012##Intended (Under negotiation),,"###Sorghum, Sugar Cane",,,,,2000
7938,Yes,transnational,1344,1344,Concluded (Contract signed),In operation (production),Exact location,"???????? ??????? - ???? ???? ??????? - ???????? As Saleheyah Al Gadidah, Qesm as Salheyah Al Gadidah, Ash Sharqia Governorate, Egypt",30.674822,31.91541,"Egypt, Arab Rep.",###Food crops,##Concluded (Contract signed),,##620#Citrus Fruits (unspecified)|##504#Wheat|##220#Corn (Maize),Yes,Surface water|River,Yes,,2000
1829,Yes,transnational,0,0,Concluded (Contract signed),None,Approximate location,"Big Bend, Eswatini",-26.781604,31.930245,Swaziland,###Biofuels,##Concluded (Contract signed),,###Cassava (Maniok),,,,,2000
4525,Yes,transnational,1267,1267,Concluded (Contract signed),In operation (production),Administrative region,"Al Akhioh - Al Salheya, Markaz El-Hosayneya, Ash Sharqiyah, Egypt",30.804927,31.967833,"Egypt, Arab Rep.",###Food crops,##Concluded (Contract signed),No,"###Mango, Grapes, Corn (Maize), Fruit (unspecified), Potatoes, Wheat",Yes,,,,2000
7109,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Eastern Province, Zambia",-13.805619,31.992808,Zambia,###Food crops,##Concluded (Contract signed),,,,,,,2000
3154,Yes,transnational,270,270,Concluded (Contract signed),In operation (production),Administrative region,"Central Region, Uganda",0.254078,31.992808,Uganda,###Food crops,2000##Concluded (Contract signed),Yes,"###Fruit (unspecified), Vegetables (unspecified)",,,,,2000
7248,Yes,transnational,404,404,Concluded (Contract signed),In operation (production),Coordinates,"Anaka, Uganda",2.526738,32.00598,Uganda,2015###Food crops,##Concluded (Contract signed),Yes,,,,,,2000
7097,Yes,transnational,600,600,Concluded (Contract signed),In operation (production),Administrative region,"Naamacha, Mozambique",-25.987089,32.032602,Mozambique,###Food crops,##Concluded (Contract signed)|##Change of ownership|2016##Change of ownership|2017##Change of ownership|2017#current#Concluded (Contract signed),,"#current##Banana, Citrus Fruits (unspecified)",Yes,Surface water,Yes,,2000
4174,Yes,domestic,403,403,Concluded (Contract signed),In operation (production),Administrative region,"Mityana, Uganda",0.477772,32.038286,Uganda,###Food crops,2007##Concluded (Contract signed),Yes,###Tea,,,,,2000
1978,Yes,transnational,161,161,Concluded (Contract signed),In operation (production),Administrative region,"Nakaseke, Uganda",1.092274,32.083744,Uganda,"###Food crops, Livestock",2009##Concluded (Contract signed),No,"###Corn (Maize), Fruit (unspecified), Vegetables (unspecified)",Yes,Surface water|River,,,2000
7676,Yes,transnational,773,773,Concluded (Oral Agreement),Startup phase (no production),Administrative region,"Kiryandongo, Uganda",2.017991,32.083744,Uganda,###Food crops,##Concluded (Oral Agreement),,###Sugar Cane,,,,Yes,2000
7085,Yes,transnational,6474,6474,Concluded (Contract signed),Startup phase (no production),Coordinates,"Kilak, Amuru",3.417821,32.131115,Uganda,###Food crops,2013##Concluded (Contract signed),Yes,##6474#Sugar Cane,,,,No,2000
5358,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Rusape, Zimbabwe",-18.535251,32.134863,Zimbabwe,###Non-food agricultural commodities,2004##Concluded (Contract signed),Yes,###Tobacco,,,,,2000
2326,Yes,transnational,1500000,0,Intended (Expression of interest),None,Administrative region,"Nile, Sudan",18.698497,32.138169,Sudan,###Food crops,2009##Intended (Expression of interest),,###Food crops (unspecified),,,,,2000
4482,Yes,transnational,4662,4662,Concluded (Contract signed),Project not started,Administrative region,"Kaweweta, Uganda",1.25,32.15,Uganda,"###Food crops, Industry",2014##Concluded (Contract signed),Yes,"###Herbs (unspecified), Fruit (unspecified)",Yes,,,,2000
3022,Yes,transnational,34000,34000,Concluded (Contract signed),Project abandoned,Administrative region,"Massingir, Mozambique",-23.921,32.162,Mozambique,"###Biofuels, Food crops, Renewable Energy",2012##Concluded (Contract signed),Yes,###Sugar Cane,Yes,Surface water|Lake,,,2000
7005,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Exact location,"Geita, Tanzania",-2.87058,32.17343,Tanzania,###Mining,##Concluded (Contract signed),No,,Yes,,,,2000
2386,Yes,domestic,20000,20000,Concluded (Contract signed),None,Administrative region,"Limpopo National Park, Mozambique",-23.654798,32.174605,Mozambique,###Tourism,2007##Concluded (Contract signed),No,,,,,,2000
1976,Yes,transnational,7591,7591,Concluded (Contract signed),In operation (production),Coordinates,"Kalanga, Uganda",-0.446239,32.212362,Uganda,###Agriculture unspecified,2003##Concluded (Contract signed),Yes,###Oil Palm,Yes,Surface water|Lake,,Yes,2000
1543,Yes,domestic,16852,16852,Concluded (Contract signed),Startup phase (no production),Administrative region,"Moamba, Mozambique",-25.604,32.246,Mozambique,"###Biofuels, Food crops, Renewable Energy",2009##Concluded (Contract signed),,"###Onion, Tomatoes, Potatoes, Sugar Cane, Vegetables (unspecified)",Yes,Surface water|River,,,2000
1565,Yes,transnational,350,350,Concluded (Contract signed),In operation (production),Administrative region,"Moamba, Mozambique",-25.604,32.246,Mozambique,###Food crops,2008##Concluded (Contract signed),Yes,"###Potatoes, Vegetables (unspecified)",,,,,2000
1578,Yes,transnational,15000,15000,Concluded (Contract signed),In operation (production),Administrative region,"Moamba, Mozambique",-25.604,32.246,Mozambique,###Biofuels,2008##Concluded (Contract signed),No,###Jatropha,,,,,2000
8143,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Ismailia, Al Ismailia, Ismailia Governorate, Egypt",30.596492,32.271459,"Egypt, Arab Rep.",###Livestock,2002##Concluded (Contract signed),,,,,,,2000
5663,Yes,transnational,1600,1600,Concluded (Contract signed),In operation (production),Exact location,"Boane, Mozambique",-26.045877,32.273599,Mozambique,#current#1600#Food crops,##Concluded (Contract signed),No,##750#Banana,Yes,Surface water|River,Yes,,2000
4746,Yes,transnational,404,404,Concluded (Contract signed),In operation (production),Administrative region,"Gulu, Uganda",2.772404,32.288073,Uganda,"###Forestry unspecified, Food crops, Non-food agricultural commodities, Agriculture unspecified",2009##Concluded (Contract signed),Yes,"###Cotton, Sun Flower, Sesame, Eucalyptus, Pine, Teak",,,,,2000
5355,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Gulu, Uganda",2.772404,32.288073,Uganda,###Non-food agricultural commodities,2014##Concluded (Contract signed),Yes,###Tobacco,,,,,2000
1950,Yes,transnational,840127,0,Failed (Negotiations failed),None,Country,Uganda,1.373333,32.290275,Uganda,###Food crops,2010##Intended (Expression of interest)|#current#Failed (Negotiations failed),,###Wheat,,,,,2000
1954,Yes,transnational,0,0,Failed (Negotiations failed),None,Country,Uganda,1.373333,32.290275,Uganda,###Agriculture unspecified,2009##Intended (Under negotiation)|2010##Failed (Negotiations failed),,,,,,,2000
1956,Yes,transnational,0,0,Intended (Expression of interest),None,Country,Uganda,1.373333,32.290275,Uganda,###Food crops,2009##Intended (Expression of interest),,###Rice,,,,,2000
1961,Yes,transnational,0,0,Intended (Expression of interest),None,Country,Uganda,1.373333,32.290275,Uganda,###Agriculture unspecified,2011##Intended (Expression of interest),,,,,,,2000
1973,Yes,transnational,4000,0,Failed (Negotiations failed),None,Country,Uganda,1.373333,32.290275,Uganda,###Food crops,2008##Intended (Expression of interest)|##Failed (Negotiations failed),No,"###Corn (Maize), Rice",,,,,2000
3152,Yes,transnational,10000,0,Intended (Expression of interest),None,Country,Uganda,1.373333,32.290275,Uganda,###Food crops,2010##Intended (Expression of interest),,###Rice,,,,,2000
5668,Yes,domestic,1500,1500,Concluded (Contract signed),None,Country,Uganda,1.373333,32.290275,Uganda,###Timber plantation (for wood and fibre),##Concluded (Contract signed),No,###Pine,,,,,2000
6644,Yes,transnational,2500,0,Intended (Memorandum of understanding),None,Country,Uganda,1.373333,32.290275,Uganda,###Other (please specify),2018#current#Intended (Memorandum of understanding),,,,,,,2000
7653,Yes,transnational,2000,0,Intended (Expression of interest),None,Country,Uganda,1.373333,32.290275,Uganda,#current##Agriculture unspecified,2019#current#Intended (Expression of interest),Yes,,,,,,2000
5901,Yes,transnational,300,300,Concluded (Contract signed),In operation (production),Administrative region,"Boane District, Mozambique",-26.112894,32.310752,Mozambique,###Food crops,##Concluded (Contract signed),No,###Banana,Yes,,,,2000
2337,Yes,transnational,25210,25210,Concluded (Contract signed),Project not started,Administrative region,"Ad Douiem, Sudan",14,32.316667,Sudan,###Food crops,##Concluded (Contract signed),No,###Rice,No,,,,2000
1749,Yes,domestic,3000,0,Intended (Under negotiation),Startup phase (no production),Administrative region,"Jonglei, South Sudan",7.181962,32.356095,South Sudan,###Food crops,2010##Intended (Under negotiation),,###Food crops (unspecified),,,,,2000
1952,Yes,transnational,200,200,Concluded (Contract signed),None,Administrative region,"Labora, Uganda",2.749976,32.390007,Uganda,###Food crops,2008##Intended (Under negotiation)|2013##Concluded (Contract signed),Yes,"###Seeds Production (unspecified), Corn (Maize), Wheat",Yes,,,,2000
4165,Yes,transnational,3845,3845,Failed (Negotiations failed),None,Administrative region,"Nakasongola, Uganda",1.315,32.465,Uganda,"###Biofuels, Food crops, Renewable Energy",2011##Concluded (Oral Agreement)|2011##Failed (Negotiations failed),No,###Sugar Cane,Yes,,,,2000
4481,Yes,transnational,200,200,Concluded (Contract signed),Project not started,Administrative region,"Wakiso, Uganda",0.398056,32.478056,Uganda,###Agriculture unspecified,2011##Concluded (Contract signed),No,,,,,,2000
4625,Yes,transnational,1434,1434,Concluded (Contract signed),In operation (production),Administrative region,"Omdurman, Sudan",15.647578,32.480689,Sudan,"###Food crops, Non-food agricultural commodities",2008##Concluded (Contract signed),No,"###Fodder Plants (unspecified), Fruit (unspecified), Vegetables (unspecified)",Yes,Surface water|River,,,2000
2323,Yes,transnational,30000,30000,Concluded (Contract signed),Project not started,Administrative region,"Nile, Sudan",19.140813,32.501205,Sudan,###Food crops,2008##Concluded (Contract signed),,"###Alfalfa, Corn (Maize), Potatoes, Wheat",,,,,2000
4175,Yes,domestic,508,508,Concluded (Contract signed),In operation (production),Exact location,"Wakiso, Uganda",0.221399,32.520645,Uganda,###Food crops,2007##Concluded (Contract signed),No,###Tea,,,,,2000
7918,Yes,domestic,2023,2023,Concluded (Contract signed),In operation (production),Approximate location,"Tayba Alhasanab, Sudan",15.364333,32.528788,Sudan,###Livestock,##Concluded (Contract signed),,,,,,,2000
1719,Yes,transnational,5210,5210,Concluded (Contract signed),In operation (production),Administrative region,"Khartoum, Sudan",15.550101,32.532241,Sudan,"###Livestock, Non-food agricultural commodities",2011##Concluded (Contract signed),No,"###Alfalfa, Oil Seeds (unspecified), Sorghum, Vegetables (unspecified)",,,,,2000
1730,Yes,domestic,9000,9000,Concluded (Contract signed),None,Administrative region,"Khartoum, Sudan",15.550101,32.532241,Sudan,"###Food crops, Livestock, Non-food agricultural commodities",2013##Concluded (Contract signed),No,"###Alfalfa, Corn (Maize), Fruit (unspecified), Peanut (groundnut), Potatoes, Sorghum, Soya Beans, Sun Flower, Vegetables (unspecified)",Yes,Surface water|River,,,2000
1559,Yes,transnational,5348,5348,Concluded (Contract signed),Project abandoned,Administrative region,"Maputo, Mozambique",-25.256988,32.537274,Mozambique,###Biofuels,2007##Concluded (Contract signed),,###Jatropha,,,,,2000
3264,Yes,transnational,151757,0,Intended (Expression of interest),None,Administrative region,"White Nile, Sudan",13.240388,32.537274,Sudan,###Food crops,##Intended (Expression of interest),Yes,"###Sorghum, Sun Flower, Corn (Maize)",Yes,,,,2000
